song_name,artist,release,lyrics,thumbnail,album,genre,link
Jootam Phenk,Piyush Mishra,2020,"Jootam phenk, jootam phenk Jootam phenk hui zindagi Re jootam phenk, jootam phenk Jootam phenk hui zindagi  Na jaane kya mann mein aayi Upar wale ne banwaayi Har ek choohe ki... billi ek Arey haaye jootam phenk  Jeevan dhakka dhakki hai Ek dum mukka mukki hai Tu gehun ki bori hai To yeh aate ki chakki hai  Tante upar tante the Hum aur late hain ande the Arey jo bhi aaya baja gaya woh Hum mandir ke.. ghante the  Jootam phenk, jootam phenk Jootam phenk hui zindagi  Na jaane kya mann mein aayi Upar wale ne banwaayi Har ek choohe ki... billi ek Arey haaye jootam phenk",https://i.ytimg.com/vi/Aaol7njM6h4/hqdefault.jpg,Gulabo Sitabo (Original Motion Picture Soundtrack),"bollywood, bhajan",https://www.youtube.com/results?search_query=Jootam%20Phenk%20Piyush%20Mishra
Kanjoos,Mika Singh,2020,Hmm.. Jeb mein na haath daale dosaroon ka maal kha le Kharche sunke khaasne lag jaye re Chai mein jo makhhi jo gire makhhichus ke nikale Chaahe kisi aur ki ho chai re...  Aansu bachane ke liye kare nahin cry Ok wale text ko bhi k main hi niptaye Aansu bachane ke liye kare nahin cry Ok wale text ko bhi k main hi niptaye  Akal kitni ‍ho akal kitni Akal kitni ho kharch kare kanjoos haaye Akal kitni ho kharch kare kanjoos haaye  Ho roti pane ghar ke liye jail chala jayega Muft mein jaane ko mile hell chala jayegaa Ho.. Roti pane ghar ke liye jail chala jayega Muft mein jaane ko mile hell chala jayegaa  Soch ke ye ghar mein kabhi karta nahin roshni Laaltain chalegi to tel chala jayega...  Haaye ghar pe bhi jo bulata hai mehmaano ko khilata hai Shakkar chawal doodh bina kheer ho Agar hua marj kahin paisa kare kharch nahin Baaki saala ban sake ameer wo...  Aansu bachane ke liye kare nahin cry Ok wale text ko bhi k main hi niptaye Aansu bachane ke liye kare nahin cry Ok wale text ko bhi k main hi niptaye  Akal kitni ‍ho akal kitni Akal kitni ho kharch kare kanjoos haaye Akal kitni ho kharch kare kanjoos haaye Akal kitni ho kharch kare kanjoos haaye Akal kitni ho kharch kare kanjoos haaye,https://i.ytimg.com/vi/lTgMgo_KelU/hqdefault.jpg,Gulabo Sitabo (Original Motion Picture Soundtrack),"bollywood, desi, hindi pop",https://www.youtube.com/results?search_query=Kanjoos%20Mika%20Singh
Kya Leke Aayo Jagme,Vinod Dubey,2020,Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..  Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..  Kshan bhangur kaya tu kahaan se laya Guruwan samjhaya par samajh na paya Ye saans nigodi chalti ruk thodi Chal chal ruk jaawe kya khoya paya  Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..  Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..  O mann sun jogi baat yahaan maya karti ghaat Aa tam bhi tar samjhaat murkh na samjhe baat Hai ishwar tere saath kaahe mann maa ghabraat Ho ram sunire din raat kashth samay kat jaat  Ho sab yahin chhod jayega chhod jayega Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..  Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..  Kya leke aayo jag mein kya leke jayega Kya leke aayo jag mein kya leke jayega O bandhu..,https://i.ytimg.com/vi/1wK-88IVKEM/hqdefault.jpg,Gulabo Sitabo (Original Motion Picture Soundtrack),sufi,https://www.youtube.com/results?search_query=Kya%20Leke%20Aayo%20Jagme%20Vinod%20Dubey
Do Din Ka Ye Mela,Rahul Ram,2020,Do din ka ye mela hai Do din ka Do din ka ye mela hai Khela phir uth jaana hai  Do din ka ye mela hai Khela phir uth jaana hai  Aana hai jaana hai Jeevan chalte jaana hai Are aana hai jaana hai Jeevan chalte jaana hai  Mite na chhapke shehad sa tapke Mite na chhapke shehad sa tapke Mitha bol khajaana hai  Aana hai jana hai Jeevan chalte jaana hai Maati ka bartan hai pyare Maati mein mil jaana hai  Aana hai jana hai Jeevan chalte jaana hai Jeevan chalte jaana hai  Hawawon mein behti kahaniya hai Ho.. Hawawon mein behti kahaniya hai Bholi masoom nadaniyan hai  Ho rang saanjh ke pakke rang Pooja aajaan duawon ke sang Ghar ki chhat pe hai rehta aao dana hai  Aana hai jana hai Jeevan chalte jaana hai Aana hai jana hai Jeevan chalte jaana hai Jeevan chalte jaana hai,https://i.ytimg.com/vi/YmcLl8jO7_U/hqdefault.jpg,Gulabo Sitabo (Original Motion Picture Soundtrack),"ghazal, sufi, hindi indie",https://www.youtube.com/results?search_query=Do%20Din%20Ka%20Ye%20Mela%20Rahul%20Ram
Dil Apni Haddon Se,Jyotica Tangri,2020,"Dil apni haddon se nikal kar Teri had mein jaa baitha hai Jaa baitha hai, jaa baitha  Dil apni haddon se nikal kar Teri had mein jaa baitha hai Jaa baitha hai, jaa baitha  Bas issi zid mein ulajhkar Har haal tu, tu mera hai Tu mera hai  Tu mujhko oh jeene na de Main tujhko oh jeene na doon Yeh ishq hai to ishq hai Aur kuchh bhi hone na doon  Main mujhko oh khone na doon Tu hi tu oh hone lagun Yeh ishq hai to ishq hai Aur kuchh bhi hone na doon  Dil apni haddon se nikal kar Teri had mein jaa baitha hai  Dariya si beh na jaaun Tera main kinaara chahun Thaam le aa thaam le tu mujhko Khud ko ganwana chahun Tujhme samana chahun Bharle na baahon mein mujhko  Dariya si beh na jaaun Tera main kinaara chahun Thaam le aa thaam le tu mujhko Khud ko ganwana chahun Tujhme samana chahun Bharle na baahon mein mujhko  Haan mauka bhi hai marzi bhi hai Dono bhi hain Man tera bhi hai mera bhi hai Pagalpan karein chal  Tu mujhko oh jeene na de Main tujhko oh jeene na doon Yeh ishq hai to ishq hai Aur kuchh bhi hone na doon",https://i.ytimg.com/vi/_WxQ2aQnB_w/hqdefault.jpg,"Dil Apni Haddon Se (From ""Virgin Bhanupriya"")","bollywood, hindi pop",https://www.youtube.com/results?search_query=Dil%20Apni%20Haddon%20Se%20Jyotica%20Tangri
Kangna Vilayati,Jyotica Tangri,2020,Makeup main karke ve tere layi aayi Cham cham kare aur bole ye kalaai Haaye... Makeup main karke ve tere layi aayi Cham cham kare aur bole ye kalaai  Mere haathon mein... Mere hathon mein Mere haathon mein khanakta jaaye ve Ae kangna vilayati Aaj maahi tera dil dhadhkaye ve Ae kangna vilayati Haaye ni haaye kangna vilayati Haaye ni haaye kangna vilayati  Chhad saari bottle tu Akhiyon se meri peeke hoja sharabi Chhed le tu mujhe lakh vaari sohniya Mind karun na zara bhi  Nachne ka mere sang mila tujhe mauka Thumke lagale chaar kisne hai roka Nachne ka mere sang mila tujhe mauka Thumke lagale chaar kisne hai roka  Aaj saari raat Aaj saari raat Aaj saari raat tujhko nachake ve Ae kangna vilayati Haaye ni haaye kangana vilayati Mere hathon mein khanakta jaaye ve Ae kangna vilayati Haaye ni haaye kangna vilayati Haaye ni haaye kangna vilayati  Aasmaan ka chand mujhe karta salute taare kare gulaami Jaaye jahan pe bhi ye husan kunwara munde dete salaami Ego shego chhad de tu avein na akad ve Aake nazdeek mera haath pakad ve Ego shego chhad de tu aevein na akad ve Aake nazdeek mera haath pakad ve Haaye  Ikk tujhko hi ikk tujhko hi Ikk tujhko hi ikk tujhko hi Ikk tujhko hi pass bulaaye ve Ae kangna vilayati Haaye ni haye kangana vilayati  Ae kangna vilayati Haaye ni haaye kangna vilayati Mere hathon mein khanakta jaaye ve Ae kangna vilayati Haaye ni haaye kangna vilayati Haaye ni haaye kangna vilayati,https://i.ytimg.com/vi/ey2rU8npQQ8/hqdefault.jpg,"Kangna Vilayati (From ""Virgin Bhanupriya"")","bollywood, hindi pop",https://www.youtube.com/results?search_query=Kangna%20Vilayati%20Jyotica%20Tangri
Beat Pe Thumka,Jyotica Tangri,2020,Shaadi ki night hai Saare delight hain Dulhan ka face dekho Maare yeh light hai  Kaala teeka laga do Mujhko nazar na lag jaaye Haan kaala teeka laga do Mujhko nazar na lag jaaye Dekh ke meri catwalk Kyun heart phisla jaaye  Bindas badi hoon naughty Meri satrangi hai choti Kamar jo meri lehraye Bane hai rang jashan ka  Jab maare baby jab maare baby Jab maare baby beat pe thumka Jab maare baby jab maare baby Jab maare baby beat pe thumka  Desi gaana baja de Tu feel kar sensation Haaye desi gaana baja de Tu feel kar sensation Temperature thoda badha de Main hila ke rakh doon nation  Mere insta pe charche Mujhe dekh ke saare lalche English wale step dikha ke Mood bana doon sabka  Jab maare baby jab maare baby Jab maare baby beat pe thumka Jab maare baby jab maare baby Jab maare baby beat pe thumka  Hey cute se zyaada cutie Meri million Dollar smile Haan haan cute se zyaada cutie Meri million Dollar smile Number 1 hoon beauty Mera desi hai style  Hai look bada romantic Sabko lage fantastic Banno bhi ab kamar hilaye Pehan ke golden jhumka  Jab maare baby jab maare baby Jab maare baby beat pe thumka Jab maare baby jab maare baby Jab maare baby beat pe thumka,https://i.ytimg.com/vi/uA_hJNRDQU8/hqdefault.jpg,"Beat Pe Thumka (From ""Virgin Bhanupriya"")","bollywood, hindi pop",https://www.youtube.com/results?search_query=Beat%20Pe%20Thumka%20Jyotica%20Tangri
Dil Bechara,A. R. Rahman,2020,Dil bechara Friend zone ka maara  Dil bechara Friend zone ka maara Friend zone ka maara  Koi toh bata de kya karun Koi bata de kya karun Dil bechara Friend zone ka maara  L mein joda ove Maine toh love love love hi kiya Usne joda ike Mere ko like like like hi kiya  Dil bechara Friend zone ka maara  Oh baby yaad hai mujhe Tera birthday day day Tera birthday day day day  Tu har saal mera birthday Bhul bhul bhul jaye roz Tere call ki main raah dekhun Tu sms bhi na kare  Tu mujhe miss bhi na kare Kyun mujhe miss bhi na kare Kyun  Dil bechara Friend zone ka maara  Dil bechara Friend zone ka maara Friend zone ka maara,https://i.ytimg.com/vi/PMCu0JtizCk/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Dil%20Bechara%20A.%20R.%20Rahman
Taare Ginn,"Shreya Ghoshal, Mohit Chauhan",2020,"Jabse hua hai ye achha sa lagta hai Dil ho gaya phir se baccha sa lagta hai Ishq ragon mein jo behta rahe jaake Kaano mein chup ke se kehta rahe  Taare ginn, taare ginn Soye bin, saare ginn Ek haseen mazaa hai yeh Mazaa hai ya sazaa hai yeh  Jabse hua hai ye achha sa lagta hai Dil ho gaya phir se baccha sa lagta hai Ishq ragon mein jo behta rahe jaake Kano mein chup ke se kehta rahe  Taare ginn, taare ginn Soye bin, saare ginn Ek haseen mazaa hai yeh Mazaa hai ya saaza hai yeh  Roko isey jitna mehsoos ho yeh utna Dard zaraa sa hai Thoda dawa sa hai Isme hai jo taira wohi toh dooba hai  Dhokha zara sa hai, thoda wafa sa hai Ye waada hai ya iraada hai Kabhi ye zyada hai, kabhi yeh aadha hai  Taare ginn, taare gin Soye bin, saare ginn Ik haseen maza hai yeh Maza hai ya saza hai yeh hmm...",https://i.ytimg.com/vi/pr-4GbR4DpQ/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Taare%20Ginn%20Shreya%20Ghoshal%2C%20Mohit%20Chauhan
Khulke Jeene Ka,"Arijit Singh, Shashaa Tirupati",2020,Khulke jeene ka tareeka tumhe sikhate hain Haske dekho na lateefa tumhe sunate hai Umar ke saal kitne hai Ginn ginn ke kya karna Beet jaaye na ginti mein hi varna  Aao film'on ke be-adab gaane gaate hai Heroine-Hero aaj hum tum bann jate hai  Khulke jeene ka tareeka tumhe sikhate hain Haske dekho na lateefa tumhe sunate hai  Khushiyan toh rakkhi hain pocket mein Kaagaz ke nanhe se packet mein Inki bijli ki tarah kyun bachat kare batao na Kharch kar daalenge saari aaj hi aao na  Hai mehange dard bade Aur muskaan paayi humne muft mein  Khulke jeene ka tareeka tumhe sikhate hain Haske dekho na lateefa tumhe sunaate hai Umar ke saal kitne hai Ginn ginn ke kya karna Beet jaaye na ginti mein hi varna  Aao film'on ke be-adab gaane gaate hai Heroine-Hero aaj hum tum bann jate hai  Dil ki hai itni hi nadaani Chutki mein ho jaaye romaani Yaari aur Chaahat ke jo Beech ki maheen sarhad hai  Paar usko kar jaana Dil ki buri aadat hai Aasani se aa jaaye Do anjaan ankhiyon ki giraft mein  Khulke jeene ka tareeka tumhe sikhate hain Haske dekho na lateefa tumhe sunaate hai Umar ke saal kitne hai Ginn ginn ke kya karna Beet jaaye na ginti mein hi varna  Aao film'on ke be-adab gaane gaate hai Heroine-Hero aaj hum tum bann jate hai  Khulke jeene ka tareeka tumhe sikhate hain Haske dekho na lateefa tumhe sunaate hai,https://i.ytimg.com/vi/PzmNssVLcLQ/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Khulke%20Jeene%20Ka%20Arijit%20Singh%2C%20Shashaa%20Tirupati
Main Tumhara,"Jonita Gandhi, Hriday Gattani",2020,"Tum na huey mere toh kya Hmm... Tum na huey mere toh kya Main tumhara, main tumhara, main tumhara raha Mere chanda main tumhara sitaara raha  Rishta raha bas rait ka Aye samandar main tumhara kinaara raha Main tumhara, main tumhara, tumhara raha Tum na huey mere toh kya  Tu hi pehli guzarish, hasrat bhi tu aakhiri Maahi mere maseeha marzi bata kya teri Main tumhara, main tumhara, main tumhara raha Mere chanda main tumhara sitaara raha  Main jaadon ke mahine ki tarah Aur tum ho Pashmine ki tarah Main deewaron ki tarah hoon Tum jaise ho dareecha Main bageecha jo tumne seencha  Tum na huey mere toh kya Hmm... Tum na huey mere toh kya Main tumhara, main tumhara, main tumhara raha Mere chanda main tumhara sitaara raha  Rishta raha bas rait ka Aye samandar main tumhara kinaara raha Main tumhara, main tumhara, tumhara raha Tum na huey mere toh kya",https://i.ytimg.com/vi/8Q5d0P6x61k/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Main%20Tumhara%20Jonita%20Gandhi%2C%20Hriday%20Gattani
Maskhari,"Sunidhi Chauhan, Hriday Gattani",2020,"Kar band sabhi ghadiyaan Aur mood bana badhiya Mukhde pe jalaa le tu Muskaan ki phuljhadiyan  Kar le maskhari thodi maskhari Accha khaasa kaam maskhari Fokat mein badnaam maskhari Dil ko de aaraam maskhari Peeda haari balm maskhari  Halki-phulki si maskhari Thandi kulfi si maskhari Ho... maskhari, ho... maskhari Ho... maskhari, maskhari  Jeene ki wajah maskhari Thodi bewajah maskhari Kar ke to dekh maskhari Deti hai maza maskhari  Thodi si naram maskhari Thodi si garam maskhari Thodi si haya maskhari Thodi besharam maskhari  Oho... Oho... Oho... Oho... Oho...  Dariya se pakad machhli Baadal se chura bijli Dil mein jo bhari tere Har aaj mita khujli  Kar le maskhari thodi maskhari Accha khaasa kaam maskhari Fokat mein badnaam maskhari Dil ko de aaram maskhari Peeda haari balm maskhari  Achcha khaasa kaam maskhari Fokat mein badnaam maskhari Dil ko de aaram maskhari Peeda haari balm maskhari",https://i.ytimg.com/vi/8f6EPOKn6zg/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Maskhari%20Sunidhi%20Chauhan%2C%20Hriday%20Gattani
Afreeda,"Sanaa Moussa, Raja Kumari",2020,"La la layi layila...  Fikar ko nilaam karke Chain ka lamha khareeda Fikar ko nilaam karke Chain ka lamha khareeda  I'm on my way Can I defade You got me livin for today  Afreeda, Afreeda Afreeda, aa Afreeda Ho muhabbat Afreeda Afreeda, Afreeda Ho muhabbat Afreeda  You know I get it get it get it I just don't get to warn No need to live in fear Just go and get it done  Afreeda, Afreeda Ho muhabbat Afreeda Afreeda, Afreeda Ho muhabbat Afreeda  La la layi la la layila...  Livin my best life If it is like summer time You make the wolrd You bring me back to life I love you to the stars Kind of million in the night I won't go back to dark Cuz you bring me to the life  Afreeda, Afreeda Ho muhabbat Afreeda Afreeda, Afreeda Ho muhabbat Afreeda  Pyaar ke taareef mein dil Pesh karta hai kaseeda Pyaar ke taareef mein dil Pesh karta hai kaseeda  Afreeda, Afreeda Ho muhabbat Afreeda Afreeda, Afreeda Ho muhabbat Afreeda  La la layi la la layila...",https://i.ytimg.com/vi/SxcKpclnYUI/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Afreeda%20Sanaa%20Moussa%2C%20Raja%20Kumari
Mera Naam Kizzie,"Aditya Narayan, Poorvi Koutish",2020,"Mera naam kizie, kizie, kizie Thodi si mushqil thodi easy Mera na manny, manny, manny Chahat mein lipti si bechaini  Main din hun to tu raat hai Iss jodi ki kya baat hai Total ajooba hai...  Mera naam kizie, kizie, kizie Thodi si mushqil thodi easy Mera na manny, manny, manny Chahat mein lipti si bechaini  Main din hun to tu raat hai Iss jodi ki kya baat hai Total ajooba hai...  Gaalo pe dono ke dayein bayein dimple Hai complicated par dekhne mein simple Google pe dhundhu ya saari duniya chhanu Apne jaisa na milega koyi sample  Gaalo pe dono ke dayein bayein dimple Hai complicated par dekhne mein simple Google pe dhundhu ya saari duniya chhanu Apne jaisa na milega sample  Mera naam kizie, kizie, kizie Thodi si mushqil thodi easy Mera na manny, manny, manny Chahat mein lipti si bechaini  Main din hun to tu raat hai Iss jodi ki kya baat hai Total ajooba hai...",https://i.ytimg.com/vi/T_-gIOBvsdw/hqdefault.jpg,Unknown,Unknown,https://www.youtube.com/results?search_query=Mera%20Naam%20Kizzie%20Aditya%20Narayan%2C%20Poorvi%20Koutish
Friendzone,A. R. Rahman,2020,"L mein joda ove Maine toh love love love hi kiya Usne joda oke Mere ko like like like hi kiya  Dil bechara, Dil bechara Dil bechara Friendzone ka maara  Dil bechara Friendzone ka maara  Koi toh bata de kya karun? Koi bataa de kyaa karun?  Wo wo...  Oh baby yaad hai mujhe Tera birthday day day Tera birthday day day day Tu har saal mera birthday Bhool bhool bhool jaaye Roz tere call ki main raah dekhun Tu SMS bhi na kare Tu mujhe miss bhi na kare Kyun mujhe miss bhi na kare, kyun...  Dil bechara Dil bechara Friendzone ka maara  Wo wo...  Dil bechara Friendzone ka maara Dil bechara Friendzone ka maara Dil bechara Friendzone ka maara Dil bechara!",https://i.ytimg.com/vi/pvbwoFj6ckE/hqdefault.jpg,Dil Bechara (Original Motion Picture Soundtrack),"tamil pop, kollywood, sufi, bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Friendzone%20A.%20R.%20Rahman
Bharat Ki Beti,Arijit Singh,2020,Ho sadte main jawaan Meri dil jaaniya Main sheesh jhukawan Meri dil jaaniya Tere naam jo kar jaawan kam hai woh  Tu saare jahan se pyari Mere Bharat ki beti Hai saare jahan pe bhaari Mere Bharat ki beti Dil jaan hai shaan hamaari Mere Bharat ki beti Jeeti raho jeet ti raho  Jo tere nainon se tapke Har aansu hai apna Jo tere hothon pe thehre Woh geet ab apna  Jo seena taan ke tu chal de Uthta hai sar apna Ja jee le apni jindadi Sar par hath hai apna  Tera jo bhi hai sapna Ab zimma hai apna Sapne sach karne ki teri baari  Tu saare jahan se pyari Mere Bharat ki beti Hai saare jahan pe bhaari Mere Bharat ki beti Dil jaan hai shaan hamaari Mere Bharat ki beti Jeeti raho jeet ti raho  Tu saare jahan se pyari Mere Bharat ki beti Hai saare jahan pe bhaari Mere Bharat ki beti Dil jaan hai shaan hamaari Mere Bharat ki beti Jeeti raho jeet ti raho  Tu saare jahan se pyari Mere Bharat ki beti Hai saare jahan pe bhaari Mere Bharat ki beti Dil jaan hai shaan hamaari Mere Bharat ki beti Jeeti raho jeet ti raho Jeeti raho Jeet ti raho,https://i.ytimg.com/vi/dNNCGRhJmCU/hqdefault.jpg,Gunjan Saxena: The Kargil Girl,"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Bharat%20Ki%20Beti%20Arijit%20Singh
Asmaan Di Pari,Jyoti Nooran,2020,"Khudi ko kar buland itna Ke har taqdeer se pehle Khuda bande se khud poochhe Bata teri raza kya hai  Ho turr ja, turr ja, turr ja Tu na darna kabhi Na ghabarna kabhi Ho laija laija laija Tu ukhaad ke zameen  Ho phurr ja, phurr ja, phurr ja Tu na rukna kabhi Tu na jhukna kabhi Jee le, jee le, jee le apni zindadi  Hoye maar chhadappa Hoye chaand pe chadh ja  Ho udd ja, udd ja, udd ja Udd ja banke asmaan di pari Ho udd ja, udd ja, udd ja Udd ja banke asmaan di pari  Khudi ko kar buland itna Ke har taqdeer se pehle Khuda ruk kar yeh khud poochhe Bata kya chahiye bande  Khudi ko kar buland itna Ke har taqdeer se pehle Khuda ruk kar yeh khud poochhe Bata kya chahiye bande  Ho tod de re darwajje Ho jod de re saare chhajje Ho tod de re darwajje Ho jod de re saare chhajje  Ho add ja, lad ja, chhad ja Aaja chakk de tu kaanch ke chhatte  Ho kaat de re tu kanni Ho chhod de re tu chhanni Ho add ja, lad ja, chhad ja Aaja chakk de tu chaand  Ho turr ja, turr ja, turr ja Tu thamna kabhi Tu na thakna kabhi Laija laija laija Tu pachhad ke zameen  Ho thurr ja, thurr ja, thurr ja Tu na mudan kabhi Na palatna kabhi Kar le, karle, karle marji jo teri  Hoye maar chhadappa Hoye chaand pe chadh ja  Ho udd ja, udd ja, udd ja Udd ja banke asmaan di pari Ho udd ja, udd ja, udd ja Udd ja banke asmaan di pari  Ho udd ja, udd ja, udd ja, udd ja Ho udd ja, udd ja, udd ja Udd ja banke asmaan di pari Asmaan di pari  Khudi ko kar buland itna Ke har taqdeer se pehle Khuda ruk kar yeh khud poochhe Bata kya chahiye bande  Khudi ko kar buland itna Ke har taqdeer se pehle Khuda ruk kar yeh khud poochhe Bata kya chahiye bande",https://i.ytimg.com/vi/Sv0YfINSUKo/hqdefault.jpg,Gunjan Saxena: The Kargil Girl,"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Asmaan%20Di%20Pari%20Jyoti%20Nooran
Dori Tutt Gaiyaan,Rekha Bhardwaj,2020,"Ab se main tujhse kuchh na kahungi Dard dede dil ko jo bhi uff na karungi  Ab se main tujhse kuchh na kahungi Dard dede dil ko jo bhi uff na karungi Baandhi jo mil ke mahiya, mahiya ve Dori tutt gaiyaan Tutt gaiyaan haniya ve Dori tutt gaiyaan haniya  Laagi chhut gaiyaan Chhut gaiyaan haniya ve Dori tutt gaiyaan haniya  Ho lakhan vaari dil se Khaayi thi jo kasmein Nibha hi na paaye kya bata ho Saamne tha rasta Saamne thi manzil Kadam ladkhadaye kyun bata Kyun bata ve Kya bata, kya pata mahia ve  Saansein lutt gaiyaan Lutt gaiyaan haniya ve Dori tutt gaiyaan haniya  Laagi chhut gaiyaan Chhut gaiyaan haniya ve Dori tutt gaiyaan haniya  Dori tutt gaiyaan Dori tutt gaiyaan Laagi chhut gaiyaan ve Dori tutt gaiyaan haniya Ho dori tutt gaiyaan haniya",https://i.ytimg.com/vi/HbuxYLWv3qg/hqdefault.jpg,Gunjan Saxena: The Kargil Girl,"bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Dori%20Tutt%20Gaiyaan%20Rekha%20Bhardwaj
Jaan Ban Gaye,"Mithoon, Vishal Mishra, Asees Kaur",2020,Ehsaas ki jo jubaan ban gaye Ehsaas ki jo jubaan ban gaye Dil mein mere mehmaan ban gaye Aap ki tareef mein kya kahe Aap humari jaan ban gaye Aap humari jaan ban gaye  Aap hi rab aap imaan ban gaye Aap humari jaan ban gaye  Qismat se humein aap humdam mil gaye Jaise ki dua ko alfaaz mil gaye Socha jo nahin woh hasil ho gaya Chahun aur kya ke khuda de ab mujhe  Rab se mila ek ayaan ban gaye Khwabo ka mere muqaam ban gaye Aap ki tareef mein kya kahe Aap humari jaan ban gaye Aap humari jaan ban gaye  Aap hi rab aap imaan ban gaye Aap humari jaan ban gaye  Deen hai ilaahi mera maan hai maahi Main to sajda karun unko Arz rubaani meri farz gawahi Meri ishq hua mujhko  Deen hai ilaahi mera maan hai maahi Mai to sajda karun unko Arz rubaani meri farz gawahi Meri ishq hua mujhko,https://i.ytimg.com/vi/a6cJAFFQn_I/hqdefault.jpg,"Jaan Ban Gaye (From ""Khuda Haafiz"")","bollywood, hindi pop, gujarati garba, desi",https://www.youtube.com/results?search_query=Jaan%20Ban%20Gaye%20Mithoon%2C%20Vishal%20Mishra%2C%20Asees%20Kaur
Khuda Haafiz (Title Track),Vishal Dadlani,2020,Hum milenge phir kisi din Tab talak khuda haafiz  Hum milenge phir kisi din Tab talak khuda haafiz Yeh judaiyan hain kuchh din Tab talak khuda haafiz  Pal yeh beet jaayega Pyar laut aayega Waqt ka behta yeh dariya Phir kinare layega  Yaad rakhna mujhko mohsin Tab talak khuda haafiz Yeh judaiyan hain kuchh din Tab talak khuda haafiz  Khuda haafiz Khuda haafiz Khuda haafiz,https://i.ytimg.com/vi/6Kxq7k-E2Gc/hqdefault.jpg,Khuda Haafiz (Original Motion Picture Soundtrack),"bollywood, desi, hindi pop",https://www.youtube.com/results?search_query=Khuda%20Haafiz%20%28Title%20Track%29%20Vishal%20Dadlani
Mera Intezaar Karna,Armaan Malik,2020,Phir chandni raatein woh aayengi Phir se milenge hum sanam Phir roshni khidki se aayegi Phir hum pe hoga kuchh karam  Phir vaadon se hoke Inn khwaabon ko bo ke Yeh rishta nibhayenge hum  Phir barsega sawan Mehkega woh aangan Ke aayega mohabbat ka mausam  Subah ko jaga ke Tu khud ko saja ke Mera hi deedar karna  Mera intezaar karna Mera intezaar karna Zara aitbaar karna Mera intezaar karna  Mera intezaar karna Mera intezaar karna Zara aitbaar karna Mera intezaar karna,https://i.ytimg.com/vi/r005vMWcjGA/hqdefault.jpg,Khuda Haafiz (Original Motion Picture Soundtrack),"bollywood, hindi pop, kannada pop, tollywood, telugu pop",https://www.youtube.com/results?search_query=Mera%20Intezaar%20Karna%20Armaan%20Malik
Aakhri Kadam Tak,Sonu Nigam,2020,Nazron se karam tak Imman se dharam tak  Nazron se karam tak Imman se dharam tak  Hakiqat se lekar bharam tak Dua se asar tak Yeh sare safar tak Fariston ke roshan shehar tak  Aansu se jashan tak Janmo se janam tak Sehre ko saja ke kafan tak  Tere sang hu aakhri kadam tak Tere sang hu aakhri kadam tak Tere sang hu aakhri kadam tak  Yeh raat kali dhal jayegi Ulfat ki hogi fir se subah Jis desh aanshu na dard pale Hai wada main tujhse milunga wahan  Jakhmon se marham tak Juda se milan tak Doli mein bitha ke dafan tak  Tere sang hu aakhri kadam tak Tere sang hu aakhri kadam tak Tere sang hu aakhri kadam tak  Tere sang hu aakhri kadam tak,https://i.ytimg.com/vi/uKiZj1Ne75M/hqdefault.jpg,Khuda Haafiz (Original Motion Picture Soundtrack),"kannada pop, bollywood, sandalwood, hindi pop, desi, marathi pop",https://www.youtube.com/results?search_query=Aakhri%20Kadam%20Tak%20Sonu%20Nigam
